soma_joinid,citation,collection_id,collection_name,collection_doi,collection_doi_label,dataset_id,dataset_version_id,dataset_title,dataset_h5ad_path,dataset_total_cell_count
1172,Publication: https://doi.org/10.1038/s41588-022-01243-4 Dataset Version: https://datasets.cellxgene.cziscience.com/3b760ea8-7b4c-418e-96d1-722ec67b7878.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,Madissoon et al. (2023) Nat Genet,2d85960a-2ba8-4f54-9aec-537fae839f5d,3b760ea8-7b4c-418e-96d1-722ec67b7878,Myeloid cells,2d85960a-2ba8-4f54-9aec-537fae839f5d.h5ad,40634
1173,Publication: https://doi.org/10.1038/s41588-022-01243-4 Dataset Version: https://datasets.cellxgene.cziscience.com/596673cf-f414-4a84-b3bd-16251b996e1d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,Madissoon et al. (2023) Nat Genet,20718fc1-c04b-496b-8a27-8589a637346c,596673cf-f414-4a84-b3bd-16251b996e1d,WSA_LngSP8759312,20718fc1-c04b-496b-8a27-8589a637346c.h5ad,4992
1183,Publication: https://doi.org/10.1016/j.cell.2022.11.005 Dataset Version: https://datasets.cellxgene.cziscience.com/7f425235-dde9-426b-be56-a4231a0a6581.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,He et al. (2022) Cell,f9846bb4-784d-4582-92c1-3f279e4c6f0c,7f425235-dde9-426b-be56-a4231a0a6581,Fibroblast and smooth muscle,f9846bb4-784d-4582-92c1-3f279e4c6f0c.h5ad,39204
1184,Publication: https://doi.org/10.1016/j.cell.2022.11.005 Dataset Version: https://datasets.cellxgene.cziscience.com/e4f567ee-a852-4b32-a387-a66b426d9f8d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,He et al. (2022) Cell,e69d2744-9033-4afd-80c0-d395be398ec2,e4f567ee-a852-4b32-a387-a66b426d9f8d,pcw16_6332STDY9479168,e69d2744-9033-4afd-80c0-d395be398ec2.h5ad,4992
1194,Publication: https://doi.org/10.1038/s41586-021-03569-1 Dataset Version: https://datasets.cellxgene.cziscience.com/75c059c8-8fb7-4e6e-a618-a3e01ac42060.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10,e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10,A molecular single-cell lung atlas of lethal COVID-19,10.1038/s41586-021-03569-1,Melms et al. (2021) Nature,d8da613f-e681-4c69-b463-e94f5e66847f,75c059c8-8fb7-4e6e-a618-a3e01ac42060,A molecular single-cell lung atlas of lethal COVID-19,d8da613f-e681-4c69-b463-e94f5e66847f.h5ad,116313
1195,Publication: https://doi.org/10.1101/2024.11.01.621259 Dataset Version: https://datasets.cellxgene.cziscience.com/d06067c9-705c-46e5-b822-7ecc96426f89.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/bd552f76-1f1b-43a3-b9ee-0aace57e90d6,bd552f76-1f1b-43a3-b9ee-0aace57e90d6,"Transcriptome Analysis of Archived Tumor Tissues by Visium, GeoMx DSP, and Chromium Methods Reveals Inter- and Intra-Patient Heterogeneity",10.1101/2024.11.01.621259,Dong et al. (2024) bioRxiv,1e4214ce-7347-4ec7-97b3-fcf7c1938e8b,d06067c9-705c-46e5-b822-7ecc96426f89,Lung cancer 4 patients archival FFPE samples profiling with Chromium FLEX,1e4214ce-7347-4ec7-97b3-fcf7c1938e8b.h5ad,35954
1204,Publication: https://doi.org/10.1016/j.ccell.2021.09.008 Dataset Version: https://datasets.cellxgene.cziscience.com/cf2010c3-fcfc-4ae4-a395-7be82e9ababa.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/62e8f058-9c37-48bc-9200-e767f318a8ec,62e8f058-9c37-48bc-9200-e767f318a8ec,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,10.1016/j.ccell.2021.09.008,Chan et al. (2021) Cancer Cell,524d4513-8afd-4120-9b7b-fe31ae10c29b,cf2010c3-fcfc-4ae4-a395-7be82e9ababa,SCLC RU1215 epithelial cells,524d4513-8afd-4120-9b7b-fe31ae10c29b.h5ad,3923
1207,Publication: https://doi.org/10.1016/j.cell.2022.11.005 Dataset Version: https://datasets.cellxgene.cziscience.com/cbdbdc83-626d-44ba-8a57-5e8630fb6d84.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,He et al. (2022) Cell,c932254f-f3b2-4b70-9b79-9557b6a3bbd7,cbdbdc83-626d-44ba-8a57-5e8630fb6d84,pcw19_6332STDY10289523,c932254f-f3b2-4b70-9b79-9557b6a3bbd7.h5ad,4992
1212,Publication: https://doi.org/10.1038/s41588-022-01243-4 Dataset Version: https://datasets.cellxgene.cziscience.com/4d808e75-e61b-4dd5-b2aa-389d5f56e9b8.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,Madissoon et al. (2023) Nat Genet,15c5c186-df92-4b17-a253-199e10ffe98a,4d808e75-e61b-4dd5-b2aa-389d5f56e9b8,WSA_LngSP9258468,15c5c186-df92-4b17-a253-199e10ffe98a.h5ad,4992
1220,Publication: https://doi.org/10.1038/s41588-022-01243-4 Dataset Version: https://datasets.cellxgene.cziscience.com/dae2ba57-5528-4cdc-910e-6928d0d97b29.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,Madissoon et al. (2023) Nat Genet,72ddcd39-bd9b-4f6a-9251-bf2a6763b16f,dae2ba57-5528-4cdc-910e-6928d0d97b29,WSA_LngSP9258464,72ddcd39-bd9b-4f6a-9251-bf2a6763b16f.h5ad,4992
1236,Publication: https://doi.org/10.1016/j.cell.2022.11.005 Dataset Version: https://datasets.cellxgene.cziscience.com/81e5a223-81fa-4f16-8f23-7e1b639adf49.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,He et al. (2022) Cell,2adc282f-60f1-4afa-a990-940065af4b53,81e5a223-81fa-4f16-8f23-7e1b639adf49,pcw20_6332STDY10289520,2adc282f-60f1-4afa-a990-940065af4b53.h5ad,4992
1249,Publication: https://doi.org/10.1038/s41586-020-2922-4 Dataset Version: https://datasets.cellxgene.cziscience.com/fb57b6c0-a71f-4d57-bd15-d5a6fe04a4fd.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/5d445965-6f1a-4b68-ba3a-b8f765155d3a,5d445965-6f1a-4b68-ba3a-b8f765155d3a,A molecular cell atlas of the human lung from single cell RNA sequencing,10.1038/s41586-020-2922-4,Travaglini et al. (2020) Nature,8c42cfd0-0b0a-46d5-910c-fc833d83c45e,fb57b6c0-a71f-4d57-bd15-d5a6fe04a4fd,"Krasnow Lab Human Lung Cell Atlas, 10X",8c42cfd0-0b0a-46d5-910c-fc833d83c45e.h5ad,65662
1274,Publication: https://doi.org/10.3390/cells13231991 Dataset Version: https://datasets.cellxgene.cziscience.com/590f3407-9bba-4642-8ec2-510b607ad3db.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e9cf4e8d-05ed-4d95-b550-af35ca219390,e9cf4e8d-05ed-4d95-b550-af35ca219390,Transcriptomic Analysis of Air-Liquid Interface Culture in Human Lung Organoids Reveals Regulators of Epithelial Differentiation,10.3390/cells13231991,Kim et al. (2024) Cells,ef1a4b05-540c-4f73-8ceb-49dfa800645d,590f3407-9bba-4642-8ec2-510b607ad3db,Transcriptomic Analysis of Air-Liquid Interface Culture in Human Lung Organoids Reveals Regulators of Epithelial Differentiation,ef1a4b05-540c-4f73-8ceb-49dfa800645d.h5ad,5594
1283,Publication: https://doi.org/10.1016/j.ccell.2021.09.008 Dataset Version: https://datasets.cellxgene.cziscience.com/ef1d3e7e-8bc2-4363-b902-006a4a6e543b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/62e8f058-9c37-48bc-9200-e767f318a8ec,62e8f058-9c37-48bc-9200-e767f318a8ec,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,10.1016/j.ccell.2021.09.008,Chan et al. (2021) Cancer Cell,e9175006-8978-4417-939f-819855eab80e,ef1d3e7e-8bc2-4363-b902-006a4a6e543b,Myeloid cells,e9175006-8978-4417-939f-819855eab80e.h5ad,14072
1293,Publication: https://doi.org/10.1016/j.cell.2022.11.005 Dataset Version: https://datasets.cellxgene.cziscience.com/4d2b667b-7256-4e85-8318-51d642fee54c.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,He et al. (2022) Cell,30354fd6-4c1b-4083-b6da-8cfbcce1f7b9,4d2b667b-7256-4e85-8318-51d642fee54c,pcw20_6332STDY10289521,30354fd6-4c1b-4083-b6da-8cfbcce1f7b9.h5ad,4992
1295,Publication: https://doi.org/10.1016/j.ccell.2021.09.008 Dataset Version: https://datasets.cellxgene.cziscience.com/75f0616a-fb2c-469d-9fa3-592413056dca.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/62e8f058-9c37-48bc-9200-e767f318a8ec,62e8f058-9c37-48bc-9200-e767f318a8ec,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,10.1016/j.ccell.2021.09.008,Chan et al. (2021) Cancer Cell,76347874-8801-44bf-9aea-0da21c78c430,75f0616a-fb2c-469d-9fa3-592413056dca,SCLC immune cells,76347874-8801-44bf-9aea-0da21c78c430.h5ad,16475
1320,Publication: https://doi.org/10.1038/s41588-022-01243-4 Dataset Version: https://datasets.cellxgene.cziscience.com/6c241a66-d15d-4357-bdbe-7274fdbe20c9.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,Madissoon et al. (2023) Nat Genet,73de42b2-4871-4dbc-bde4-a9faa089b607,6c241a66-d15d-4357-bdbe-7274fdbe20c9,WSA_LngSP10193348,73de42b2-4871-4dbc-bde4-a9faa089b607.h5ad,4992
1321,Publication: https://doi.org/10.1016/j.cell.2022.11.005 Dataset Version: https://datasets.cellxgene.cziscience.com/ac9bd67e-10ea-4b0c-ab03-931f0bbea7a5.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,He et al. (2022) Cell,47a267c5-06f4-4d8b-afee-a4dc643fd9cd,ac9bd67e-10ea-4b0c-ab03-931f0bbea7a5,pcw20_6332STDY10289522,47a267c5-06f4-4d8b-afee-a4dc643fd9cd.h5ad,4992
1325,Publication: https://doi.org/10.1126/science.abc3172 Dataset Version: https://datasets.cellxgene.cziscience.com/5d0145c4-d9f4-4938-80fb-387c84cb8cbb.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/48d354f5-a5ca-4f35-a3bb-fa3687502252,48d354f5-a5ca-4f35-a3bb-fa3687502252,"LungMAP — The genomic, epigenomic and biophysical cues controlling the emergence of the gas exchange niche in the lung.",10.1126/science.abc3172,Zepp et al. (2021) Science,047d57f2-4d14-45de-aa98-336c6f583750,5d0145c4-d9f4-4938-80fb-387c84cb8cbb,Developmental single-cell atlas of the murine lung,047d57f2-4d14-45de-aa98-336c6f583750.h5ad,67794
1330,Publication: https://doi.org/10.1186/s13059-019-1906-x Dataset Version: https://datasets.cellxgene.cziscience.com/aed714ad-bced-444d-830e-b09d7bf35993.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91,4d74781b-8186-4c9a-b659-ff4dc4601d91,"scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation",10.1186/s13059-019-1906-x,Madissoon et al. (2020) Genome Biol,b07fb54c-d7ad-4995-8bb0-8f3d8611cabe,aed714ad-bced-444d-830e-b09d7bf35993,Esophagus Epithelium,b07fb54c-d7ad-4995-8bb0-8f3d8611cabe.h5ad,87947
1332,Publication: https://doi.org/10.1038/s41588-022-01243-4 Dataset Version: https://datasets.cellxgene.cziscience.com/5a7674fe-d5f7-47fe-aff5-046423b8ae61.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,Madissoon et al. (2023) Nat Genet,708a7f62-260b-43f4-837a-d329c29f830b,5a7674fe-d5f7-47fe-aff5-046423b8ae61,WSA_LngSP10193347,708a7f62-260b-43f4-837a-d329c29f830b.h5ad,4992
1339,Publication: https://doi.org/10.1038/s41588-022-01243-4 Dataset Version: https://datasets.cellxgene.cziscience.com/130f3d37-e3e0-45d3-b6ee-2985e018270f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,Madissoon et al. (2023) Nat Genet,39202b1d-6447-41e0-b409-84e7e9e551f1,130f3d37-e3e0-45d3-b6ee-2985e018270f,WSA_LngSP10193346,39202b1d-6447-41e0-b409-84e7e9e551f1.h5ad,4992
1365,Publication: https://doi.org/10.1038/s41586-024-07069-w Dataset Version: https://datasets.cellxgene.cziscience.com/7870cc19-346e-46d2-a076-4a620e6b7e4f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/45d5d2c3-bc28-4814-aed6-0bb6f0e11c82,45d5d2c3-bc28-4814-aed6-0bb6f0e11c82,"A single-cell transcriptional timelapse of mouse embryonic development, from gastrula to pup",10.1038/s41586-024-07069-w,Qiu et al. (2024) Nature,e7e0bfff-9355-42ee-95b0-9ec3b1fdab9c,7870cc19-346e-46d2-a076-4a620e6b7e4f,Major cell cluster: Lung and airway,e7e0bfff-9355-42ee-95b0-9ec3b1fdab9c.h5ad,76732
1377,Publication: https://doi.org/10.1038/s41588-022-01243-4 Dataset Version: https://datasets.cellxgene.cziscience.com/a13eb499-f3ae-4c9b-b9ce-89fbddd17d53.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,Madissoon et al. (2023) Nat Genet,b2c9f2c0-3c3c-4f2c-816d-3e5a10f573bd,a13eb499-f3ae-4c9b-b9ce-89fbddd17d53,WSA_LngSP10193345,b2c9f2c0-3c3c-4f2c-816d-3e5a10f573bd.h5ad,4992
1384,Publication: https://doi.org/10.1084/jem.20232192 Dataset Version: https://datasets.cellxgene.cziscience.com/d88c576a-1927-40ff-9225-e95c63fdb39f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2a9a17c9-1f61-4877-b384-b8cd5ffa4085,2a9a17c9-1f61-4877-b384-b8cd5ffa4085,A molecular cell atlas of COVID-19 initiation in human lung,10.1084/jem.20232192,Wu et al. (2024) Journal of Experimental Medicine,2ac76f1b-43ef-4271-8686-2f165570989f,d88c576a-1927-40ff-9225-e95c63fdb39f,All annotated cells from infection 1,2ac76f1b-43ef-4271-8686-2f165570989f.h5ad,48226
1396,Publication: https://doi.org/10.1016/j.cell.2022.11.005 Dataset Version: https://datasets.cellxgene.cziscience.com/8b29a0b2-dd34-4811-a718-1b4124f5ff75.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,He et al. (2022) Cell,3dc61ca1-ce40-46b6-8337-f27260fd9a03,8b29a0b2-dd34-4811-a718-1b4124f5ff75,All cells,3dc61ca1-ce40-46b6-8337-f27260fd9a03.h5ad,71752
1419,Publication: https://doi.org/10.1126/sciimmunol.adf9988 Dataset Version: https://datasets.cellxgene.cziscience.com/514c522f-812b-4fbf-a9ba-275df817b52f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/ec329aed-22bc-4d6e-8935-8282dcb1acac,ec329aed-22bc-4d6e-8935-8282dcb1acac,Early human lung immune cell development and its role in epithelial cell fate,10.1126/sciimmunol.adf9988,Barnes et al. (2023) Sci. Immunol.,fcadb222-82e2-43eb-a3ab-6af0a22051fe,514c522f-812b-4fbf-a9ba-275df817b52f,Leukocytes of the fetal lung,fcadb222-82e2-43eb-a3ab-6af0a22051fe.h5ad,77559
1446,Publication: https://doi.org/10.1016/j.ajt.2024.08.019 Dataset Version: https://datasets.cellxgene.cziscience.com/25913359-253f-40f2-b808-b324bf3db111.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/9f29fcd0-7075-4420-bd61-e2ec1aebad89,9f29fcd0-7075-4420-bd61-e2ec1aebad89,Ischemia Reperfusion Responses in Human Lung Transplants at the Single Cell Resolution,10.1016/j.ajt.2024.08.019,Wong et al. (2024) American Journal of Transplantation,429d21fd-bb9a-4abf-922b-c15138524bdd,25913359-253f-40f2-b808-b324bf3db111,scRNA-seq of lung biopsies from six human lung transplant cases,429d21fd-bb9a-4abf-922b-c15138524bdd.h5ad,108613
1486,Publication: https://doi.org/10.1016/j.cell.2022.11.005 Dataset Version: https://datasets.cellxgene.cziscience.com/0f3b1ca7-b1fa-4bfe-bcdd-a5fd5ffbbb47.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,He et al. (2022) Cell,4023a2bc-6325-47db-bfdf-9639e91042c2,0f3b1ca7-b1fa-4bfe-bcdd-a5fd5ffbbb47,Organoid,4023a2bc-6325-47db-bfdf-9639e91042c2.h5ad,70495
1523,Publication: https://doi.org/10.1016/j.ccell.2021.09.008 Dataset Version: https://datasets.cellxgene.cziscience.com/5b7cbce2-ed53-47a4-99f8-10af741814e6.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/62e8f058-9c37-48bc-9200-e767f318a8ec,62e8f058-9c37-48bc-9200-e767f318a8ec,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,10.1016/j.ccell.2021.09.008,Chan et al. (2021) Cancer Cell,576f193c-75d0-4a11-bd25-8676587e6dc2,5b7cbce2-ed53-47a4-99f8-10af741814e6,Combined samples,576f193c-75d0-4a11-bd25-8676587e6dc2.h5ad,147137
1574,Publication: https://doi.org/10.1016/j.ccell.2021.09.008 Dataset Version: https://datasets.cellxgene.cziscience.com/741cdfbb-f609-47f9-989d-7152a3489493.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/62e8f058-9c37-48bc-9200-e767f318a8ec,62e8f058-9c37-48bc-9200-e767f318a8ec,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,10.1016/j.ccell.2021.09.008,Chan et al. (2021) Cancer Cell,486486d4-9462-43e5-9249-eb43fa5a49a6,741cdfbb-f609-47f9-989d-7152a3489493,T cells,486486d4-9462-43e5-9249-eb43fa5a49a6.h5ad,46140
1590,Publication: https://doi.org/10.1038/s41588-022-01243-4 Dataset Version: https://datasets.cellxgene.cziscience.com/769fff4f-099a-46e1-917b-06ce1fee858a.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,Madissoon et al. (2023) Nat Genet,093d3bfe-6f0f-4ac0-a7a1-829f94d0a49f,769fff4f-099a-46e1-917b-06ce1fee858a,All cells and nuclei,093d3bfe-6f0f-4ac0-a7a1-829f94d0a49f.h5ad,193108
1610,Publication: https://doi.org/10.1084/jem.20232192 Dataset Version: https://datasets.cellxgene.cziscience.com/94099eda-27eb-4aee-b32b-41d5d92f59ef.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2a9a17c9-1f61-4877-b384-b8cd5ffa4085,2a9a17c9-1f61-4877-b384-b8cd5ffa4085,A molecular cell atlas of COVID-19 initiation in human lung,10.1084/jem.20232192,Wu et al. (2024) Journal of Experimental Medicine,7b55fe5c-d5c8-48e0-a1a3-54c5b9074f3f,94099eda-27eb-4aee-b32b-41d5d92f59ef,All annotated cells from infection 3,7b55fe5c-d5c8-48e0-a1a3-54c5b9074f3f.h5ad,125530
1639,Publication: https://doi.org/10.1084/jem.20232192 Dataset Version: https://datasets.cellxgene.cziscience.com/5765a43e-3ce5-4e09-8eed-b4e78ecf4898.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2a9a17c9-1f61-4877-b384-b8cd5ffa4085,2a9a17c9-1f61-4877-b384-b8cd5ffa4085,A molecular cell atlas of COVID-19 initiation in human lung,10.1084/jem.20232192,Wu et al. (2024) Journal of Experimental Medicine,7f7faf6b-f11d-4f07-bc1c-188a4472748d,5765a43e-3ce5-4e09-8eed-b4e78ecf4898,All annotated cells from infection 2,7f7faf6b-f11d-4f07-bc1c-188a4472748d.h5ad,134076
1644,Publication: https://doi.org/10.1084/jem.20232192 Dataset Version: https://datasets.cellxgene.cziscience.com/19f97913-618e-497a-bc95-2ea5a7ef1968.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2a9a17c9-1f61-4877-b384-b8cd5ffa4085,2a9a17c9-1f61-4877-b384-b8cd5ffa4085,A molecular cell atlas of COVID-19 initiation in human lung,10.1084/jem.20232192,Wu et al. (2024) Journal of Experimental Medicine,7c497c66-c2e2-4291-8b96-339e5e65f314,19f97913-618e-497a-bc95-2ea5a7ef1968,All annotated cells from infection 4,7c497c66-c2e2-4291-8b96-339e5e65f314.h5ad,76298
1659,Publication: https://doi.org/10.1038/s41588-025-02182-6 Dataset Version: https://datasets.cellxgene.cziscience.com/9265a814-c798-45ab-a5f1-c574f46a2137.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/6282a908-f162-44a2-99a3-8a942e4271b2,6282a908-f162-44a2-99a3-8a942e4271b2,Integrated human endoderm-derived organoids cell atlas (HEOCA),10.1038/s41588-025-02182-6,Xu et al. (2025) Nat Genet,569bce19-14c3-436f-bebf-543e5ea025dc,9265a814-c798-45ab-a5f1-c574f46a2137,human lung organoid cell atlas,569bce19-14c3-436f-bebf-543e5ea025dc.h5ad,221425
1667,Publication: https://doi.org/10.1016/j.ccell.2021.09.008 Dataset Version: https://datasets.cellxgene.cziscience.com/7b48de1d-71f0-4867-8a68-320dda7922c8.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/62e8f058-9c37-48bc-9200-e767f318a8ec,62e8f058-9c37-48bc-9200-e767f318a8ec,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,10.1016/j.ccell.2021.09.008,Chan et al. (2021) Cancer Cell,f64e1be1-de15-4d27-8da4-82225cd4c035,7b48de1d-71f0-4867-8a68-320dda7922c8,Immune cells,f64e1be1-de15-4d27-8da4-82225cd4c035.h5ad,73047
1668,Publication: https://doi.org/10.1016/j.cell.2023.11.026 Dataset Version: https://datasets.cellxgene.cziscience.com/018a8104-6273-4114-b24d-efd15478cea8.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/854c0855-23ad-4362-8b77-6b1639e7a9fc,854c0855-23ad-4362-8b77-6b1639e7a9fc,Automatic cell-type harmonization and integration across Human Cell Atlas datasets,10.1016/j.cell.2023.11.026,Xu et al. (2023) Cell,493a8b60-d676-44d1-b022-d14c1ad0b36c,018a8104-6273-4114-b24d-efd15478cea8,Lung,493a8b60-d676-44d1-b022-d14c1ad0b36c.h5ad,318426
1681,Publication: https://doi.org/10.1126/science.abl4896 Dataset Version: https://datasets.cellxgene.cziscience.com/40f8b1a3-9f76-4ac4-8761-32078555ed4e.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e5f58829-1a66-40b5-a624-9046778e74f5,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,10.1126/science.abl4896,The Tabula Sapiens Consortium* et al. (2022) Science,0d2ee4ac-05ee-40b2-afb6-ebb584caa867,40f8b1a3-9f76-4ac4-8761-32078555ed4e,Tabula Sapiens - Lung,0d2ee4ac-05ee-40b2-afb6-ebb584caa867.h5ad,65847
